id,name,result,duration,passed
1,9345872,ModuleNotFound,0.47,False
1,d45259ce3f8e4c226846d2f31bf719f5,AttributeError,0.13,True
1,5182378,ImportError,3.76,False
1,5106221,OtherPass,0.26,True
1,284507,ImportError,1.59,False
1,f1c94490e636a4ed54b4,OtherFailure,0.18,False
1,6562886,ImportError,1.14,False
1,3803003,OtherFailure,16.09,False
1,b5d44b5c06172733d9edda4bcf9326b2,OtherPass,6.73,True
1,3019988,ModuleNotFound,2.31,False
1,e522b44a1dc7d3a388d4386d416747f5,ImportError,2.01,False
1,6162321,AttributeError,3.26,True
1,5623772,NameError,11.38,True
1,9228580,OtherFailure,5.76,False
1,719fc5e3a21dd2779d9fe69bf41e6ba6,OtherPass,12.91,True
1,5780127,OtherPass,6.51,True
1,5875346,SyntaxError,1.68,True
1,64cf037c55c0d42196762c0ccacc7380,OtherFailure,6.82,False
1,ee8c85ff0462ec6105b2,OtherPass,1.11,True
1,294151,ImportError,0.34,False
1,809867d7110acbde87af,OtherFailure,2.72,False
1,5237007,ImportError,4.77,False
1,0efb90d998c59d5926ca7f4e79054361,OtherFailure,19.57,False
1,83a39d9328788372677a,OtherPass,4.77,True
1,5409581,ModuleNotFound,1.15,False
1,67effa81dd1cd5a488b4,OtherPass,18.03,True
1,5149802,OtherPass,5.75,True
1,1112928,ImportError,3.59,False
1,4047394,ImportError,0.0,False
1,c4329fa17f1b3f287341,AttributeError,3.83,True
1,afb129122a64bde3bd0c,OtherFailure,2.27,False
1,8447221,NameError,12.24,True
1,5b581d774fc8500325f7,ImportError,2.5,False
1,885932,ModuleNotFound,0.19,False
1,39656378b59fe2eeb0f4,ModuleNotFound,1.34,False
1,5065738,SyntaxError,0.03,True
1,4088322,ModuleNotFound,1.04,False
1,4700064,ImportError,8.72,False
1,2836237,ModuleNotFound,1.27,False
1,4266068bb3a5e36c2bff,ImportError,3.06,False
1,4b5afb297b4b7c835e6f,OtherPass,1.47,True
1,c5afa16b07747b113808,OtherPass,7.2,True
1,756c86fdad219867c0f4,OtherPass,0.36,True
1,2032745,ModuleNotFound,1.19,False
1,9ea0e4feb62a45acffee,OtherPass,9.82,True
1,1844928,ImportError,6.12,False
1,0e7d366d2e3623c5bb95,ModuleNotFound,1.36,False
1,1467584,ModuleNotFound,1.28,False
1,6201049,ModuleNotFound,2.11,False
1,562f25bbcf20691217b8,OtherPass,5.24,True
1,985060,OtherPass,7.79,True
1,221685a8e03a01baaf1e,ImportError,36.93,False
1,ef26915065225df65c1187562eca7ec4,OtherPass,2.02,True
1,037e4134d8271c0de71b838a461e7ac1,OtherPass,7.49,True
1,455694506ee6595c92e4,ImportError,33.69,False
1,5269514,OtherPass,0.92,True
1,98bb452dc14e8c40e403,ImportError,2.79,False
1,8684968ebacb5522c86a,OtherPass,3.34,True
1,ca6ed07e5c8017272701,ModuleNotFound,11.03,False
1,5478642,OtherPass,13.06,True
1,3823483,AttributeError,1.3,True
1,a6a32bd87fdfe5529f0e908ed743f779,ImportError,8.88,False
1,3001099,OtherPass,0.04,True
1,a05a9ed37a3096cffef80bdc7fee31bc,ModuleNotFound,1.68,False
1,c063bddb9b8d17a037695d748db4f592,ImportError,4.82,False
1,5587680,ImportError,6.37,False
1,5603909,ImportError,1.46,False
1,6021768,ImportError,1.04,False
1,d692487c9ed35938da376f3b58d91206,ModuleNotFound,3.26,False
1,8951985,OtherFailure,2.76,False
1,3210264,OtherPass,0.01,True
1,7669374,ImportError,1.29,False
1,793f7ddfc2393ffd0418,ModuleNotFound,0.0,False
1,187895beb89f0a1b3a54,ModuleNotFound,13.0,False
1,b8a7b7be344e447e7ee6625fe2fdd765,ModuleNotFound,1.28,False
1,8555125,ImportError,0.0,False
1,7228939,ImportError,6.9,False
1,2172888,OtherPass,1.38,True
1,1b94c541ffc158d3e668810b75d69405,OtherPass,5.03,True
1,a42aecb379742d3cd150,OtherFailure,9.67,False
1,11292725,OtherFailure,1.31,False
1,5665472,OtherFailure,4.25,False
1,5170087,ImportError,24.42,False
1,3012318,ImportError,1.75,False
1,2038329,ImportError,14.86,False
1,4d7afed1dadb457bba977bd3757c1e29,OtherPass,5.25,True
1,2358089,OtherFailure,12.08,False
1,47610e6462faba8781242cdb6218d83e,OtherPass,20.24,True
1,1124bb02a9fd4abce3d86caf2f950cb2,AttributeError,22.85,True
1,e196107b5e0afc834652bd3153030c42,AttributeError,0.05,True
1,4461862,OtherPass,6.31,True
1,4724761,ModuleNotFound,10.39,False
1,286805,ModuleNotFound,1.31,False
1,299905,ImportError,11.44,False
1,8249328,OtherPass,15.1,True
1,1177373,OtherPass,0.06,True
1,2901479,ImportError,1.69,False
1,6d7c78ea329d4e9e1217,ImportError,11.56,False
1,4076735,ImportError,8.39,False
1,4cd70e9515ab722b2bce,ImportError,4.29,False
1,33150bde6bd296310e41ea5d018fce51,OtherPass,28.73,True
1,2475758,OtherPass,8.23,True
1,1773870,OtherFailure,4.82,False
1,5717321,OtherPass,0.61,True
1,5781308,OtherPass,16.09,True
1,4534a3e2a1584afc314e7e040c79d60c,ModuleNotFound,1.74,False
1,8cb3aa12e73a6df8d6b6,OtherPass,8.5,True
1,2783865,ImportError,6.07,False
